expression	gene	Subtype
2.1104300641863	PDCD1LG2	high
2.89656249012204	PDCD1LG2	high
3.01398028637313	PDCD1LG2	high
2.26132018745401	PDCD1LG2	high
2.3323355771949	PDCD1LG2	high
2.98799384534113	PDCD1LG2	high
2.68956754395047	PDCD1LG2	high
3.0544491198505	PDCD1LG2	high
2.07806325577682	PDCD1LG2	high
2.95821164810969	PDCD1LG2	high
3.07619991581205	PDCD1LG2	high
1.62756014821425	PDCD1LG2	high
2.95374947111811	PDCD1LG2	high
2.5972927910378	PDCD1LG2	high
2.63886160008256	PDCD1LG2	high
1.96428772249173	PDCD1LG2	high
2.90014226035982	PDCD1LG2	high
2.25368678273227	PDCD1LG2	high
2.83157327060919	PDCD1LG2	high
2.70723763685652	PDCD1LG2	high
2.911844949937	PDCD1LG2	high
2.51263144189279	PDCD1LG2	high
2.90789051757063	PDCD1LG2	high
2.27908494040342	PDCD1LG2	high
2.62419449710923	PDCD1LG2	high
2.53764396192988	PDCD1LG2	high
3.07726009237433	PDCD1LG2	high
2.97682185236068	PDCD1LG2	high
3.06200079130777	PDCD1LG2	high
2.81325787891584	PDCD1LG2	high
2.95108418099254	PDCD1LG2	high
2.38874060478726	PDCD1LG2	high
3.05215501683373	PDCD1LG2	high
2.97294992699427	PDCD1LG2	high
2.63798113090637	PDCD1LG2	high
2.6257848108285	PDCD1LG2	high
2.85057942235636	PDCD1LG2	high
2.23780842954562	PDCD1LG2	high
2.48400919826974	PDCD1LG2	high
2.96245648018331	PDCD1LG2	high
2.97300505095225	PDCD1LG2	high
2.7079222944723	PDCD1LG2	high
2.74342879584595	PDCD1LG2	high
3.09203825662039	PDCD1LG2	high
2.87336043992887	PDCD1LG2	high
2.68477386298158	PDCD1LG2	high
2.56252330257827	PDCD1LG2	high
2.99848437436429	PDCD1LG2	high
2.97171827615603	PDCD1LG2	high
2.99153545099425	PDCD1LG2	high
2.75774867994023	PDCD1LG2	high
2.66562016406638	PDCD1LG2	high
2.84520901166909	PDCD1LG2	high
2.24552608626634	PDCD1LG2	high
2.07491640205246	PDCD1LG2	high
1.88849973551412	PDCD1LG2	high
2.64350990140864	PDCD1LG2	high
2.9688464709691	PDCD1LG2	high
2.60343051087746	PDCD1LG2	high
2.52029651798988	PDCD1LG2	high
3.05425808386977	PDCD1LG2	high
2.98471693619622	PDCD1LG2	high
2.71747354052035	PDCD1LG2	high
2.8399797367209	PDCD1LG2	high
1.93828579188405	PDCD1LG2	high
2.72905238989386	PDCD1LG2	high
2.77862912589557	PDCD1LG2	high
2.9256007240517	PDCD1LG2	high
2.87809751976448	PDCD1LG2	high
2.45443913468656	PDCD1LG2	high
3.05015338864714	PDCD1LG2	high
2.8073549220576	PDCD1LG2	high
3.09083649731135	PDCD1LG2	high
2.49878699083601	PDCD1LG2	high
2.69267268533148	PDCD1LG2	high
2.87507230064019	PDCD1LG2	high
3.04264433740849	PDCD1LG2	high
2.99452541848699	PDCD1LG2	high
3.17549266504098	PDCD1LG2	high
2.81081324183002	PDCD1LG2	high
2.73237775034917	PDCD1LG2	high
2.61176256006487	PDCD1LG2	high
1.6426553678895	PDCD1LG2	high
3.10581215112923	PDCD1LG2	high
2.66003869115359	PDCD1LG2	high
2.75557128441023	PDCD1LG2	high
2.69761815663724	PDCD1LG2	high
2.76824785490284	PDCD1LG2	high
2.2359108309409	PDCD1LG2	high
3.22186161802481	PDCD1LG2	high
2.9666334935196	PDCD1LG2	high
2.43919757948733	PDCD1LG2	high
2.77104041443678	PDCD1LG2	high
3.10671681970916	PDCD1LG2	high
2.55198351041838	PDCD1LG2	high
2.1524105972369	PDCD1LG2	high
2.70588945789627	PDCD1LG2	high
2.77302576520969	PDCD1LG2	high
2.55309012628984	PDCD1LG2	high
1.30754510189959	PDCD1LG2	low
2.94303987908049	PDCD1LG2	low
2.56408545348746	PDCD1LG2	low
3.06600305683938	PDCD1LG2	low
2.80254479869626	PDCD1LG2	low
2.51440003903662	PDCD1LG2	low
3.08414932684686	PDCD1LG2	low
2.90479235372373	PDCD1LG2	low
2.98952052613509	PDCD1LG2	low
3.10210378813209	PDCD1LG2	low
2.35326682449854	PDCD1LG2	low
2.73424354767855	PDCD1LG2	low
2.5862603423168	PDCD1LG2	low
3.06502076994841	PDCD1LG2	low
2.21859520155086	PDCD1LG2	low
2.94856347149001	PDCD1LG2	low
2.95880556363946	PDCD1LG2	low
2.21026416631309	PDCD1LG2	low
2.90209287944975	PDCD1LG2	low
2.78310038937735	PDCD1LG2	low
2.84775643734181	PDCD1LG2	low
2.57908357896209	PDCD1LG2	low
2.22798745873459	PDCD1LG2	low
3.10087675643202	PDCD1LG2	low
3.18259696209488	PDCD1LG2	low
2.8906996042329	PDCD1LG2	low
2.41643443356885	PDCD1LG2	low
3.06887714085031	PDCD1LG2	low
2.71635443226706	PDCD1LG2	low
2.62898351130138	PDCD1LG2	low
1.85311739122355	PDCD1LG2	low
2.47399466551772	PDCD1LG2	low
2.28791549671209	PDCD1LG2	low
2.35479064923107	PDCD1LG2	low
2.71197939461696	PDCD1LG2	low
2.69583795800513	PDCD1LG2	low
2.86261008401129	PDCD1LG2	low
1.67622226691383	PDCD1LG2	low
2.87044363407689	PDCD1LG2	low
2.51563676826979	PDCD1LG2	low
2.63187258358467	PDCD1LG2	low
3.00828966843925	PDCD1LG2	low
2.12670860219697	PDCD1LG2	low
2.69810732640488	PDCD1LG2	low
1.10915993896111	PDCD1LG2	low
2.54203512687341	PDCD1LG2	low
2.23333590285138	PDCD1LG2	low
2.55988333124832	PDCD1LG2	low
2.82315830484111	PDCD1LG2	low
2.30436501265442	PDCD1LG2	low
2.6826856523993	PDCD1LG2	low
2.70103886703577	PDCD1LG2	low
2.536326488874	PDCD1LG2	low
2.99566540973611	PDCD1LG2	low
2.31042737775405	PDCD1LG2	low
2.71371780697819	PDCD1LG2	low
2.71063564155196	PDCD1LG2	low
2.42578153870353	PDCD1LG2	low
2.7294657602137	PDCD1LG2	low
2.99365624870479	PDCD1LG2	low
2.87933328334048	PDCD1LG2	low
2.78523666080553	PDCD1LG2	low
2.86076420262883	PDCD1LG2	low
2.93395025769542	PDCD1LG2	low
0.94755395320741	PDCD1LG2	low
2.62229786219736	PDCD1LG2	low
3.01858076637455	PDCD1LG2	low
2.82291365931674	PDCD1LG2	low
2.70955532612698	PDCD1LG2	low
2.62489632220904	PDCD1LG2	low
2.63816653749823	PDCD1LG2	low
2.93922657772821	PDCD1LG2	low
1.40141202536381	PDCD1LG2	low
2.43202402399078	PDCD1LG2	low
2.023752135899	PDCD1LG2	low
2.87353762319319	PDCD1LG2	low
2.59772185241721	PDCD1LG2	low
2.45580721674484	PDCD1LG2	low
2.1684173991813	PDCD1LG2	low
2.85553130977152	PDCD1LG2	low
1.70633162261742	PDCD1LG2	low
3.08161232285789	PDCD1LG2	low
2.34993137336011	PDCD1LG2	low
2.4365349937602	PDCD1LG2	low
2.47233179600004	PDCD1LG2	low
3.00299049064768	PDCD1LG2	low
2.61746305730771	PDCD1LG2	low
2.48155728070859	PDCD1LG2	low
1.8738919244534	PDCD1LG2	low
2.50243244740035	PDCD1LG2	low
2.71281585443737	PDCD1LG2	low
2.95646560592559	PDCD1LG2	low
2.36935480482104	PDCD1LG2	low
2.4266673111036	PDCD1LG2	low
2.89863403471697	PDCD1LG2	low
3.05876672630353	PDCD1LG2	low
3.33226395916691	PDCD1LG2	low
2.19531609808661	PDCD1LG2	low
3.0128546813428	PDCD1LG2	low
2.8987307631591	PDCD1LG2	low
3.11855907123687	PDCD1LG2	low
3.08824338267442	PDCD1LG2	low
3.06643367351597	PDCD1LG2	low
2.88690126768649	PDCD1LG2	low
2.79935674981253	PDCD1LG2	low
2.54562247609296	PDCD1LG2	low
2.20009625823558	PDCD1LG2	low
2.34885560141502	PDCD1LG2	low
2.88910357329177	PDCD1LG2	low
2.72058492328252	PDCD1LG2	low
0.958805563639465	PDCD1LG2	low
2.84370251117971	PDCD1LG2	low
2.86510719402468	PDCD1LG2	low
1.85583027468377	PDCD1LG2	low
3.11163231012328	PDCD1LG2	low
2.42806197095318	PDCD1LG2	low
2.27744921470538	PDCD1LG2	low
1.93228799235496	PDCD1LG2	low
3.05011855314168	PDCD1LG2	low
2.61631064159654	PDCD1LG2	low
2.81950469604193	PDCD1LG2	low
1.59722126840031	PDCD1LG2	low
2.13523933982723	PDCD1LG2	low
2.62445187262301	PDCD1LG2	low
2.24382138448148	PDCD1LG2	low
2.75941153256458	PDCD1LG2	low
2.80134493180597	PDCD1LG2	low
2.21415589758334	PDCD1LG2	low
2.94573878322438	PDCD1LG2	low
2.86839045305445	PDCD1LG2	low
2.89021319650316	PDCD1LG2	low
2.79578772377106	PDCD1LG2	low
2.4112906477151	PDCD1LG2	low
2.95613101621958	PDCD1LG2	low
2.87576040768881	PDCD1LG2	low
2.47956687486447	PDCD1LG2	low
2.42575468862414	PDCD1LG2	low
2.77361661855789	PDCD1LG2	low
2.4922634045669	PDCD1LG2	low
2.98325813956459	PDCD1LG2	low
2.28054066279671	PDCD1LG2	low
2.69679508779914	PDCD1LG2	low
1.76434615507745	PDCD1LG2	low
2.90608246008655	PDCD1LG2	low
2.73044432298668	PDCD1LG2	low
2.95201666056228	PDCD1LG2	low
2.49426198783989	PDCD1LG2	low
1.56910217295356	PDCD1LG2	low
2.02729562405091	PDCD1LG2	low
2.94022314136929	PDCD1LG2	low
2.66830069853865	PDCD1LG2	low
2.87188306586812	PDCD1LG2	low
2.23008001621891	PDCD1LG2	low
2.63519716894341	PDCD1LG2	low
3.75605187482778	VTCN1	high
3.53432311701054	VTCN1	high
3.73207378739096	VTCN1	high
2.45525487822668	VTCN1	high
3.63226821549951	VTCN1	high
3.55108529810223	VTCN1	high
3.35222179236535	VTCN1	high
3.46988597627446	VTCN1	high
3.68375258920821	VTCN1	high
3.7046174789302	VTCN1	high
3.70722659132875	VTCN1	high
3.56833618213375	VTCN1	high
3.76028482822741	VTCN1	high
3.74131596742751	VTCN1	high
3.18542257083764	VTCN1	high
3.53068255895425	VTCN1	high
3.50951850240771	VTCN1	high
3.58834885665562	VTCN1	high
3.57617139825481	VTCN1	high
2.50979716901876	VTCN1	high
3.61667528081013	VTCN1	high
3.56887120267811	VTCN1	high
3.55460112988106	VTCN1	high
2.32178381816932	VTCN1	high
3.73007472172338	VTCN1	high
3.51440003903662	VTCN1	high
2.92373869147388	VTCN1	high
3.47392974563665	VTCN1	high
3.71651906146411	VTCN1	high
3.51136682947956	VTCN1	high
3.74667823154279	VTCN1	high
2.77711457363143	VTCN1	high
3.40727116381667	VTCN1	high
2.96689184920312	VTCN1	high
2.73335434061383	VTCN1	high
3.53955588541694	VTCN1	high
2.57150692839173	VTCN1	high
3.68405567994027	VTCN1	high
3.40650945955549	VTCN1	high
3.64446776282773	VTCN1	high
3.2421756550325	VTCN1	high
3.52273373686965	VTCN1	high
3.53029552137827	VTCN1	high
2.53756942009783	VTCN1	high
2.96476826967405	VTCN1	high
3.56657164062676	VTCN1	high
3.63850252622617	VTCN1	high
3.48173809060053	VTCN1	high
3.62144239010893	VTCN1	high
3.18787857318079	VTCN1	high
3.35558014737736	VTCN1	high
3.39088775955001	VTCN1	high
3.68914258048432	VTCN1	high
2.80256547730794	VTCN1	high
3.66052935912285	VTCN1	high
3.45016869730833	VTCN1	high
3.29220750121587	VTCN1	high
3.78249244010782	VTCN1	high
2.71863561627134	VTCN1	high
3.63483718176976	VTCN1	high
3.68311252181317	VTCN1	high
3.43790683909191	VTCN1	high
3.58446949568903	VTCN1	high
2.64637005846915	VTCN1	high
3.97163551564387	VTCN1	high
3.32241852783239	VTCN1	high
3.48001948102012	VTCN1	high
3.40864393593509	VTCN1	high
2.40795091723857	VTCN1	high
2.55230328664549	VTCN1	high
3.76164696571322	VTCN1	high
3.09509737530222	VTCN1	high
3.74918025445137	VTCN1	high
3.8562586830468	VTCN1	high
3.31045646229528	VTCN1	high
3.70911414847121	VTCN1	high
3.31375375358506	VTCN1	high
3.04881161411526	VTCN1	high
3.73849764388979	VTCN1	high
3.52618151781513	VTCN1	high
3.53382495312893	VTCN1	high
3.69789611435203	VTCN1	high
3.67114615119048	VTCN1	high
3.24391275887317	VTCN1	high
3.01206802330909	VTCN1	high
3.6121047538855	VTCN1	high
3.78708763089628	VTCN1	high
3.53743275006849	VTCN1	high
2.95978869873035	VTCN1	high
3.1101961777542	VTCN1	high
3.51901344024162	VTCN1	high
3.72598104049676	VTCN1	high
2.58455367920712	VTCN1	high
3.61144389283976	VTCN1	high
4.02378761389678	VTCN1	high
3.75877220066014	VTCN1	high
3.6922263138173	VTCN1	high
3.82770726222189	VTCN1	high
3.53133155020293	VTCN1	high
3.38252892444148	VTCN1	high
3.70933475416317	VTCN1	high
3.73115065020164	VTCN1	high
3.67586108524	VTCN1	high
3.83175566064403	VTCN1	high
2.59177514667539	VTCN1	high
3.79813348549683	VTCN1	high
3.61543983974442	VTCN1	high
3.58942793749146	VTCN1	high
3.91904445700501	VTCN1	high
3.31707247753697	VTCN1	high
3.8133194549222	VTCN1	high
2.82533789521925	VTCN1	high
3.51996956730501	VTCN1	high
3.52879633174487	VTCN1	high
3.79231397993327	VTCN1	high
3.06577908536187	VTCN1	high
3.79356299453358	VTCN1	high
3.68386485245945	VTCN1	high
3.28200974958707	VTCN1	high
3.65631330485	VTCN1	high
3.85911480627165	VTCN1	high
3.85554127626679	VTCN1	high
3.84712501489061	VTCN1	high
3.28369957423635	VTCN1	high
3.21706006477926	VTCN1	high
3.53378758390248	VTCN1	high
3.62908845789859	VTCN1	high
3.1623389577246	VTCN1	high
3.73959971315964	VTCN1	high
2.6032168433459	VTCN1	high
3.52062339459636	VTCN1	high
3.55917362654141	VTCN1	high
3.77470273523494	VTCN1	high
3.786282698439	VTCN1	high
3.69060705836009	VTCN1	high
3.50801023565522	VTCN1	high
3.58740099785087	VTCN1	high
3.83716619687657	VTCN1	high
3.56607230965485	VTCN1	high
2.62970632194555	VTCN1	high
3.56881041488032	VTCN1	high
3.45539955875512	VTCN1	high
3.29281119168335	VTCN1	high
3.67441545363921	VTCN1	high
3.67208584437236	VTCN1	high
3.53967994872942	VTCN1	high
3.8033613785719	VTCN1	high
3.89299323753141	VTCN1	high
3.42437123355598	VTCN1	high
3.43878520036677	VTCN1	high
3.59076966745646	VTCN1	high
3.72845388089425	VTCN1	high
4.03876099730636	VTCN1	high
3.24785158012738	VTCN1	low
3.66268403948724	VTCN1	low
3.6211024041967	VTCN1	low
3.7468609293898	VTCN1	low
3.35964766775942	VTCN1	low
3.65842858487741	VTCN1	low
3.35604518512295	VTCN1	low
3.6349300902852	VTCN1	low
3.70552456995483	VTCN1	low
3.72983551749861	VTCN1	low
3.24996103893073	VTCN1	low
3.41203627911045	VTCN1	low
3.68903072718487	VTCN1	low
3.86881514840711	VTCN1	low
3.48386735873466	VTCN1	low
3.42712340594398	VTCN1	low
3.69291813080855	VTCN1	low
2.96445408386168	VTCN1	low
3.50982249967816	VTCN1	low
3.39743334368258	VTCN1	low
3.71139578679198	VTCN1	low
3.65603866273212	VTCN1	low
3.67986289071893	VTCN1	low
3.69252762973753	VTCN1	low
3.72356948266499	VTCN1	low
3.71601413905013	VTCN1	low
3.4710573647973	VTCN1	low
3.83654021995737	VTCN1	low
3.38111721763393	VTCN1	low
3.51331387195665	VTCN1	low
2.81434533496322	VTCN1	low
3.25191598243039	VTCN1	low
3.06270889641367	VTCN1	low
3.64284017478669	VTCN1	low
3.83025532416768	VTCN1	low
3.59568267343329	VTCN1	low
3.47486431019149	VTCN1	low
3.24856519556337	VTCN1	low
3.60554174336077	VTCN1	low
3.13701161204173	VTCN1	low
3.3977208326724	VTCN1	low
3.31096534687591	VTCN1	low
3.70946710138817	VTCN1	low
3.32113439432721	VTCN1	low
3.3898558724576	VTCN1	low
3.71531134420132	VTCN1	low
3.58767702100983	VTCN1	low
3.37605417548346	VTCN1	low
3.21940088215824	VTCN1	low
3.8437125597269	VTCN1	low
3.78815321403912	VTCN1	low
3.37328627427302	VTCN1	low
3.40588347292226	VTCN1	low
3.40975750383323	VTCN1	low
2.83549968977098	VTCN1	low
3.803092681787	VTCN1	low
3.55614734804778	VTCN1	low
3.60637115765986	VTCN1	low
3.59755501037659	VTCN1	low
3.85919433851665	VTCN1	low
3.4988890869768	VTCN1	low
3.56907786203424	VTCN1	low
3.69947389901512	VTCN1	low
3.25601427138669	VTCN1	low
3.49022353395738	VTCN1	low
3.26345513053468	VTCN1	low
3.67545464774438	VTCN1	low
3.61534566751306	VTCN1	low
3.6191899566936	VTCN1	low
2.2151194245173	VTCN1	low
3.33421070383966	VTCN1	low
3.33792512596013	VTCN1	low
3.32982682842307	VTCN1	low
3.43704126332272	VTCN1	low
3.7632309606928	VTCN1	low
3.69048414409251	VTCN1	low
3.62223928439824	VTCN1	low
3.79643163106569	VTCN1	low
3.24763894557766	VTCN1	low
4.10680893005515	VTCN1	low
3.35636921371623	VTCN1	low
3.67998671319285	VTCN1	low
3.58018167197222	VTCN1	low
3.12325233057965	VTCN1	low
2.58188146369133	VTCN1	low
3.75798330091592	VTCN1	low
3.7340375606728	VTCN1	low
3.67764354143399	VTCN1	low
2.41651550434749	VTCN1	low
3.89008670362672	VTCN1	low
3.57589921389658	VTCN1	low
3.53173078437195	VTCN1	low
3.93300602371912	VTCN1	low
3.88783717108674	VTCN1	low
3.37077806274087	VTCN1	low
3.55718949647033	VTCN1	low
3.55436782614558	VTCN1	low
3.23299836931481	VTCN1	low
3.63294286670122	VTCN1	low
3.81245715158046	VTCN1	low
3.561558317734	VTCN1	low
3.59181104369016	VTCN1	low
3.79568384083569	VTCN1	low
3.60923489316847	VTCN1	low
3.57852818078568	VTCN1	low
3.77514538318212	VTCN1	low
3.01190706312833	VTCN1	low
3.80663339414014	VTCN1	low
3.72185384216347	VTCN1	low
3.3126216132679	VTCN1	low
3.74661374442545	VTCN1	low
3.82326022823344	VTCN1	low
3.8353784141286	VTCN1	low
3.71288187008868	VTCN1	low
3.73867057318177	VTCN1	low
3.60671463251082	VTCN1	low
3.75538968635812	VTCN1	low
3.31979132462653	VTCN1	low
3.69240487899626	VTCN1	low
3.69036121935202	VTCN1	low
2.62956645137092	VTCN1	low
3.14712757202333	VTCN1	low
3.2278488735334	VTCN1	low
3.18334358767294	VTCN1	low
3.46743600307637	VTCN1	low
3.41082951912224	VTCN1	low
3.59490679026094	VTCN1	low
3.08698752223885	VTCN1	low
3.64484842267386	VTCN1	low
3.80305133937798	VTCN1	low
3.6725384900866	VTCN1	low
3.71162705586847	VTCN1	low
3.70178190975606	VTCN1	low
3.42247522391801	VTCN1	low
3.77986903314401	VTCN1	low
3.33701169357584	VTCN1	low
3.70281266355029	VTCN1	low
3.67346597005483	VTCN1	low
3.35032750827096	VTCN1	low
3.07570375921938	VTCN1	low
3.36731514615237	VTCN1	low
3.64852296560625	VTCN1	low
3.58824090416763	VTCN1	low
3.69762927597411	VTCN1	low
3.28095631383106	VTCN1	low
3.55996896165892	VTCN1	low
3.50239425611126	VTCN1	low
3.43217105296145	VTCN1	low
3.62455714937342	VTCN1	low
3.70513746671902	VTCN1	low
3.61384985937605	VTCN1	low
3.68563745339835	VTCN1	low
3.23328988020074	VTCN1	low
3.48870780100793	VTCN1	low
