Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
TCGA-13-0924-01	0.0811586833333679	0	0.0718723925675141	0.136573629403165	0	0.0411403297214133	0	0.157984880651104	0.0427247881927001	0	0.0374969706191775	0.0417511582550332	0.112189641392115	0.0615752736301825	0.0448758470080871	0.117911147749418	0	0.0312798122698045	0	0.0214654452069173	0	0	0	0.366516109919783	0.930668531291391
TCGA-24-1847-01	0	0.067964496037873	0.073162113626725	0.169032540460748	0	0.0709872146271401	0	0.108126256632531	0.0602497502548263	0	0.0430944262748803	0.00838359300216034	0.0783451199401686	0.0111226578169832	0.0645131181773235	0.166111648124315	0.0193021886608043	0.0346069342959779	0	0.0249979420675438	0	0	0	0.371086189961063	0.92855377279861
TCGA-24-1843-01	0	0.0197662925863811	0.130675349788147	0.129385353709993	0	0.135386390331631	0	0.0707116243841832	0.0476894982913879	0	0	0.0715086363568436	0.0523637661199794	0.103340675038961	0.0448261638087295	0.156460836447767	0	0.0376757838773878	0	0	0	0.000209629258609153	0	0.355634762440207	0.935761339950992
TCGA-25-1321-01	0.0261177304105606	0	0.145701573658348	0.0123082443212159	0.0448032610407733	0	0	0.159517532669804	0.00680160582759587	0	0	0.14659580352957	0.105460457982146	0.0442813432207023	0.0396628983089113	0.151463336096877	0	0.0649209084028539	0	0.0246881766118891	0	0.0276771279187524	0.04	0.128645385970738	1.03078739128001
TCGA-30-1891-01	0.0625752676193832	0	0.190760012928425	0.106308604196089	0	0.198070469240488	0	0.0346430676984059	0.0276079270295625	0	0	0.0213351212943885	0.0302781908143973	0.0851666611389531	0.0514181898046409	0.157484493834259	0	0.00214215692777633	0.00267659249557778	0.0130723134470418	0	0.0164609315306113	0	0.295025723685051	0.959005218950706
TCGA-25-1326-01	0	0	0.17265138054476	0.0443712319570631	0	0.243104498097701	0	0.0610410516889263	0.0178718371685733	0	0.00534179154461654	0.0227502226115961	0.0449348471240027	0.106488013720977	0.0658473295405093	0.190293248315108	0	0	0	0.00786852046265495	0	0.0174360272235117	0	0.300684325449352	0.958192989252947
TCGA-29-2414-01	0.108696467876759	0	0.217532777740922	0.0310431599248435	0	0.0978794438227419	0	0.116819917817838	0.0134140202480435	0	0	0.0246930107043875	0.0111444543881276	0.153523800971309	0.0109053338757213	0.163484871486271	0	0.0391377272974506	0	0.0117250138455851	0	0	0	0.154461296173765	1.01219435897246
TCGA-09-1670-01	0	0.0628636151427398	0.07152017580508	0.0163408486419522	0	0.205094093941851	0	0.100710643358128	0.0153642495041767	0	0.0210007102537393	0.0128910731012623	0.143022914241044	0.0152411702978543	0.0417042751573929	0.20597629014995	0	0.0561897595695997	0	0.0191173097545985	0	0.012962871080631	0	0.233695839049713	0.984863022193694
TCGA-24-2033-01	0.0994365257727763	0	0.101397173807333	0.0905375403441438	0	0	0	0.140499627861922	0.031858172474842	0	0.00779971410092966	0.0341400164869118	0	0.11668498823873	0.0477516131457347	0.239007129256125	0	0	0	0.0601505921121851	0	0.0307369063983663	0.01	0.136624934965579	1.02653076505016
TCGA-29-2414-02	0.0951776261311316	0	0.0575896775315128	0.123659217567273	0	0	0	0.228345663214837	0.0141625232242913	0	0	0.0524027209630102	0.0549746563252449	0.043486776779189	0.0776055967556481	0.177715190511254	0.0293979587119348	0.0373200778881807	0.00816231439649373	0	0	0	0	0.379016919218308	0.925342420642571
TCGA-61-1741-01	0.100782560112017	0	0.149437405574714	0.0283273985357113	0	0.149006321271602	0	0.10026909080508	0.060919198327879	0	0	0.0248600953187988	0.0381589925316419	0.106997919304154	0.0527240544193441	0.138892056480172	0	0.0496249073188855	0	0	0	0	0	0.264119151087078	0.971503580533607
TCGA-31-1953-01	0	0	0.0455306911712737	0.0885897606292443	0	0.178896257962469	0	0.0989422888611522	0.0343655467228123	0	0.0336339566039009	0.0631084219753129	0.0836925155977056	0.0428248538108234	0.0760556321701204	0.137961472559309	0.0980808222960857	0	0	0	0	0.0183177796397912	0	0.394400020150413	0.918850807682371
